transactionId,userId,date,amount,type,category,merchantName,description,paymentMode,isRecurring,source
TXN0001554,U002,2025-12-30,4171,Expense,Groceries,Costco,Groceries,UPI,false,Groceries
TXN0001555,U002,2025-12-03,3549,Expense,Transportation,Ola,Transportation,Credit Card,false,Transportation
TXN0001556,U002,2025-12-21,7678,Expense,Utilities,Gas Company,Utilities,UPI,false,Utilities
TXN0001557,U002,2025-12-09,3794,Expense,Medical,Hospital,Medical,UPI,false,Medical
TXN0001558,U002,2025-12-08,2002,Expense,Utilities,Water Supply,Utilities,UPI,false,Utilities
TXN0001559,U002,2025-12-14,44704,Expense,Rent,Landlord,Rent,Credit Card,true,Rent
TXN0001560,U002,2025-12-28,3030,Expense,Transportation,Parking,Transportation,Debit Card,false,Transportation
TXN0001561,U002,2026-01-27,45000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001562,U002,2026-01-14,5042,Expense,Education,Books Store,Education,Credit Card,false,Education
TXN0001563,U002,2026-01-14,4266,Expense,Transportation,Parking,Transportation,UPI,false,Transportation
TXN0001564,U002,2026-01-06,3295,Expense,Dining,Food Delivery,Dining,UPI,false,Dining
TXN0001565,U002,2026-01-14,14403,Expense,Medical,Hospital,Medical,Credit Card,false,Medical
TXN0001566,U002,2026-01-29,5365,Expense,Entertainment,Amazon Prime,Entertainment,UPI,false,Entertainment
TXN0001567,U002,2026-01-15,9582,Expense,Entertainment,Movie Tickets,Entertainment,Net Banking,false,Entertainment
TXN0001568,U002,2026-01-01,8001,Expense,Education,Tuition,Education,Debit Card,false,Education
TXN0001569,U002,2026-01-29,4089,Expense,Dining,Restaurant,Dining,Debit Card,false,Dining
TXN0001570,U002,2026-01-13,2485,Expense,Utilities,Electricity Board,Utilities,Debit Card,false,Utilities
TXN0001571,U002,2026-01-13,6936,Expense,Education,Tuition,Education,UPI,false,Education
TXN0001572,U003,2024-01-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001573,U003,2024-01-23,7046,Expense,Education,Books Store,Education,Credit Card,false,Education
TXN0001574,U003,2024-01-11,37474,Expense,Rent,Landlord,Rent,Net Banking,true,Rent
TXN0001575,U003,2024-01-03,20715,Expense,Dining,Cafe,Dining,Debit Card,false,Dining
TXN0001576,U003,2024-01-08,5716,Expense,Medical,Pharmacy,Medical,Cash,false,Medical
TXN0001577,U003,2024-01-19,2663,Expense,Utilities,Gas Company,Utilities,Credit Card,false,Utilities
TXN0001578,U003,2024-01-26,9061,Expense,Education,Tuition,Education,Credit Card,false,Education
TXN0001579,U003,2024-01-10,7918,Expense,Entertainment,Netflix,Entertainment,Credit Card,false,Entertainment
TXN0001580,U003,2024-01-17,38487,Expense,Rent,Landlord,Rent,Cash,true,Rent
TXN0001581,U003,2024-02-25,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001582,U003,2024-02-28,5878,Expense,Medical,Clinic,Medical,Net Banking,false,Medical
TXN0001583,U003,2024-02-14,4638,Expense,Medical,Clinic,Medical,UPI,false,Medical
TXN0001584,U003,2024-02-29,5031,Expense,Education,Books Store,Education,Credit Card,false,Education
TXN0001585,U003,2024-02-22,6344,Expense,Education,Coursera,Education,Credit Card,false,Education
TXN0001586,U003,2024-02-17,6598,Expense,Dining,Fast Food Chain,Dining,Cash,false,Dining
TXN0001587,U003,2024-02-22,4393,Expense,Medical,Pharmacy,Medical,UPI,false,Medical
TXN0001588,U003,2024-02-21,7811,Expense,Dining,Restaurant,Dining,Debit Card,false,Dining
TXN0001589,U003,2024-02-07,3453,Expense,Transportation,Gas Station,Transportation,UPI,false,Transportation
TXN0001590,U003,2024-02-18,8021,Expense,Medical,Lab Tests,Medical,Net Banking,false,Medical
TXN0001591,U003,2024-02-19,3364,Expense,Medical,Lab Tests,Medical,Cash,false,Medical
TXN0001592,U003,2024-02-16,7273,Expense,Dining,Restaurant,Dining,Cash,false,Dining
TXN0001593,U003,2024-02-26,45724,Expense,Medical,Clinic,Medical,Credit Card,false,Medical
TXN0001594,U003,2024-03-26,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001595,U003,2024-03-29,9036,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0001596,U003,2024-03-02,45780,Expense,Rent,Landlord,Rent,UPI,true,Rent
TXN0001597,U003,2024-03-12,33866,Expense,Rent,Property Management,Rent,Credit Card,true,Rent
TXN0001598,U003,2024-03-03,3864,Expense,Utilities,Water Supply,Utilities,Cash,false,Utilities
TXN0001599,U003,2024-03-13,18620,Expense,Shopping,Local Store,Shopping,Credit Card,false,Shopping
TXN0001600,U003,2024-03-05,3138,Expense,Transportation,Parking,Transportation,Net Banking,false,Transportation
TXN0001601,U003,2024-03-01,54240,Expense,Rent,Property Management,Rent,Debit Card,true,Rent
TXN0001602,U003,2024-03-23,9891,Expense,Entertainment,Netflix,Entertainment,Cash,false,Entertainment
TXN0001603,U003,2024-03-13,59070,Expense,Rent,Landlord,Rent,Debit Card,true,Rent
TXN0001604,U003,2024-03-26,3268,Expense,Education,Udemy,Education,Credit Card,false,Education
TXN0001605,U003,2024-03-22,39507,Expense,Rent,Landlord,Rent,Debit Card,true,Rent
TXN0001606,U003,2024-04-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001607,U003,2024-04-14,11964,Expense,Shopping,Amazon,Shopping,Cash,false,Shopping
TXN0001608,U003,2024-04-08,5411,Expense,Education,Udemy,Education,Credit Card,false,Education
TXN0001609,U003,2024-04-26,11171,Expense,Shopping,Flipkart,Shopping,Net Banking,false,Shopping
TXN0001610,U003,2024-04-10,33274,Expense,Rent,Property Management,Rent,Credit Card,true,Rent
TXN0001611,U003,2024-04-30,8109,Expense,Medical,Hospital,Medical,Net Banking,false,Medical
TXN0001612,U003,2024-04-18,7959,Expense,Education,Coursera,Education,UPI,false,Education
TXN0001613,U003,2024-04-06,4105,Expense,Insurance,Premium Payment,Insurance,Net Banking,true,Insurance
TXN0001614,U003,2024-04-30,7273,Expense,Groceries,Costco,Groceries,Credit Card,false,Groceries
TXN0001615,U003,2024-04-25,3504,Expense,Transportation,Metro Card,Transportation,Debit Card,false,Transportation
TXN0001616,U003,2024-04-20,4396,Expense,Education,Udemy,Education,Net Banking,false,Education
TXN0001617,U003,2024-04-14,4501,Expense,Entertainment,Gaming Store,Entertainment,Debit Card,false,Entertainment
TXN0001618,U003,2024-05-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001619,U003,2024-05-31,2556,Expense,Utilities,Internet Provider,Utilities,Net Banking,false,Utilities
TXN0001620,U003,2024-05-09,2941,Expense,Entertainment,Movie Tickets,Entertainment,Credit Card,false,Entertainment
TXN0001621,U003,2024-05-06,13586,Expense,Shopping,Zara,Shopping,Net Banking,false,Shopping
TXN0001622,U003,2024-05-11,5932,Expense,Education,Coursera,Education,Credit Card,false,Education
TXN0001623,U003,2024-05-29,14160,Expense,Medical,Clinic,Medical,Cash,false,Medical
TXN0001624,U003,2024-05-15,30551,Expense,Rent,Property Management,Rent,Credit Card,true,Rent
TXN0001625,U003,2024-05-20,16785,Expense,Shopping,Amazon,Shopping,Debit Card,false,Shopping
TXN0001626,U003,2024-05-29,4822,Expense,Transportation,Ola,Transportation,Credit Card,false,Transportation
TXN0001627,U003,2024-05-27,38771,Expense,Rent,Landlord,Rent,Credit Card,true,Rent
TXN0001628,U003,2024-06-28,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001629,U003,2024-06-06,33000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0001630,U003,2024-06-05,16452,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0001631,U003,2024-06-26,4589,Expense,Insurance,Premium Payment,Insurance,UPI,true,Insurance
TXN0001632,U003,2024-06-13,4316,Expense,Insurance,Premium Payment,Insurance,UPI,true,Insurance
TXN0001633,U003,2024-06-19,2462,Expense,Utilities,Electricity Board,Utilities,Cash,false,Utilities
TXN0001634,U003,2024-06-29,4911,Expense,Entertainment,Netflix,Entertainment,Net Banking,false,Entertainment
TXN0001635,U003,2024-06-07,8243,Expense,Education,Tuition,Education,UPI,false,Education
TXN0001636,U003,2024-06-30,6980,Expense,Dining,Fast Food Chain,Dining,Debit Card,false,Dining
TXN0001637,U003,2024-06-09,24325,Expense,Rent,Property Management,Rent,UPI,true,Rent
TXN0001638,U003,2024-06-05,6718,Expense,Insurance,Insurance Company,Insurance,Cash,true,Insurance
TXN0001639,U003,2024-06-28,6970,Expense,Insurance,Premium Payment,Insurance,Credit Card,true,Insurance
TXN0001640,U003,2024-07-25,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001641,U003,2024-07-07,4967,Expense,Dining,Cafe,Dining,Net Banking,false,Dining
TXN0001642,U003,2024-07-17,7930,Expense,Medical,Pharmacy,Medical,Credit Card,false,Medical
TXN0001643,U003,2024-07-24,28859,Expense,Rent,Property Management,Rent,UPI,true,Rent
TXN0001644,U003,2024-07-12,7263,Expense,Insurance,Insurance Company,Insurance,UPI,true,Insurance
TXN0001645,U003,2024-07-04,36738,Expense,Rent,Property Management,Rent,Debit Card,true,Rent
TXN0001646,U003,2024-07-17,8420,Expense,Education,Books Store,Education,Credit Card,false,Education
TXN0001647,U003,2024-07-23,17925,Expense,Shopping,Zara,Shopping,Credit Card,false,Shopping
TXN0001648,U003,2024-07-15,3603,Expense,Medical,Pharmacy,Medical,Credit Card,false,Medical
TXN0001649,U003,2024-07-13,3906,Expense,Transportation,Gas Station,Transportation,Net Banking,false,Transportation
TXN0001650,U003,2024-07-10,2107,Expense,Utilities,Electricity Board,Utilities,Cash,false,Utilities
TXN0001651,U003,2024-07-12,3748,Expense,Education,Tuition,Education,UPI,false,Education
TXN0001652,U003,2024-07-25,7691,Expense,Education,Books Store,Education,Debit Card,false,Education
TXN0001653,U003,2024-08-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001654,U003,2024-08-06,1729,Expense,Medical,Lab Tests,Medical,UPI,false,Medical
TXN0001655,U003,2024-08-02,10065,Expense,Medical,Hospital,Medical,Net Banking,false,Medical
TXN0001656,U003,2024-08-17,28793,Expense,Rent,Landlord,Rent,Debit Card,true,Rent
TXN0001657,U003,2024-08-11,17425,Expense,Shopping,Flipkart,Shopping,Debit Card,false,Shopping
TXN0001658,U003,2024-08-22,10014,Expense,Medical,Pharmacy,Medical,UPI,false,Medical
TXN0001659,U003,2024-08-05,17849,Expense,Rent,Landlord,Rent,Cash,true,Rent
TXN0001660,U003,2024-08-07,3878,Expense,Transportation,Ola,Transportation,Cash,false,Transportation
TXN0001661,U003,2024-08-03,6398,Expense,Entertainment,Gaming Store,Entertainment,UPI,false,Entertainment
TXN0001662,U003,2024-08-14,11275,Expense,Shopping,Nike,Shopping,Credit Card,false,Shopping
TXN0001663,U003,2024-09-28,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001664,U003,2024-09-14,6599,Expense,Shopping,Flipkart,Shopping,Debit Card,false,Shopping
TXN0001665,U003,2024-09-22,3026,Expense,Dining,Cafe,Dining,Net Banking,false,Dining
TXN0001666,U003,2024-09-20,2608,Expense,Dining,Restaurant,Dining,UPI,false,Dining
TXN0001667,U003,2024-09-18,15701,Expense,Rent,Property Management,Rent,Net Banking,true,Rent
TXN0001668,U003,2024-09-18,17835,Expense,Rent,Property Management,Rent,UPI,true,Rent
TXN0001669,U003,2024-09-26,45760,Expense,Rent,Property Management,Rent,UPI,true,Rent
TXN0001670,U003,2024-09-16,16600,Expense,Rent,Property Management,Rent,Credit Card,true,Rent
TXN0001671,U003,2024-09-02,62428,Expense,Rent,Property Management,Rent,Cash,true,Rent
TXN0001672,U003,2024-09-21,3513,Expense,Utilities,Gas Company,Utilities,Debit Card,false,Utilities
TXN0001673,U003,2024-09-12,18226,Expense,Shopping,Nike,Shopping,Cash,false,Shopping
TXN0001674,U003,2024-09-04,6825,Expense,Shopping,Nike,Shopping,Net Banking,false,Shopping
TXN0001675,U003,2024-09-06,50748,Expense,Rent,Property Management,Rent,Cash,true,Rent
TXN0001676,U003,2024-10-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001677,U003,2024-10-30,3055,Expense,Utilities,Gas Company,Utilities,Net Banking,false,Utilities
TXN0001678,U003,2024-10-22,33127,Expense,Rent,Property Management,Rent,Credit Card,true,Rent
TXN0001679,U003,2024-10-21,3650,Expense,Education,Tuition,Education,Cash,false,Education
TXN0001680,U003,2024-10-08,4346,Expense,Groceries,Local Market,Groceries,Debit Card,false,Groceries
TXN0001681,U003,2024-10-09,2962,Expense,Transportation,Metro Card,Transportation,Net Banking,false,Transportation
TXN0001682,U003,2024-10-24,2433,Expense,Utilities,Gas Company,Utilities,Cash,false,Utilities
TXN0001683,U003,2024-10-17,7186,Expense,Medical,Pharmacy,Medical,Cash,false,Medical
TXN0001684,U003,2024-10-10,4180,Expense,Groceries,Amazon Fresh,Groceries,Credit Card,false,Groceries
TXN0001685,U003,2024-10-29,2721,Expense,Utilities,Gas Company,Utilities,UPI,false,Utilities
TXN0001686,U003,2024-10-23,23296,Expense,Entertainment,Netflix,Entertainment,Net Banking,false,Entertainment
TXN0001687,U003,2024-11-28,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001688,U003,2024-11-22,5823,Expense,Shopping,Zara,Shopping,Cash,false,Shopping
TXN0001689,U003,2024-11-30,17553,Expense,Shopping,Zara,Shopping,UPI,false,Shopping
TXN0001690,U003,2024-11-15,6522,Expense,Insurance,Insurance Company,Insurance,UPI,true,Insurance
TXN0001691,U003,2024-11-02,4062,Expense,Insurance,Premium Payment,Insurance,Cash,true,Insurance
TXN0001692,U003,2024-11-09,7053,Expense,Medical,Lab Tests,Medical,UPI,false,Medical
TXN0001693,U003,2024-11-06,8494,Expense,Entertainment,Movie Tickets,Entertainment,Debit Card,false,Entertainment
TXN0001694,U003,2024-11-20,12912,Expense,Medical,Hospital,Medical,Net Banking,false,Medical
TXN0001695,U003,2024-11-24,18034,Expense,Entertainment,Movie Tickets,Entertainment,Credit Card,false,Entertainment
TXN0001696,U003,2024-11-09,5396,Expense,Shopping,Local Store,Shopping,UPI,false,Shopping
TXN0001697,U003,2024-11-12,8968,Expense,Entertainment,Gaming Store,Entertainment,UPI,false,Entertainment
TXN0001698,U003,2024-11-09,3908,Expense,Dining,Food Delivery,Dining,Net Banking,false,Dining
TXN0001699,U003,2024-11-02,5182,Expense,Entertainment,Movie Tickets,Entertainment,Cash,false,Entertainment
TXN0001700,U003,2024-12-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001701,U003,2024-12-10,33000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0001702,U003,2024-12-27,6447,Expense,Insurance,Insurance Company,Insurance,Net Banking,true,Insurance
TXN0001703,U003,2024-12-01,9915,Expense,Education,Udemy,Education,Net Banking,false,Education
TXN0001704,U003,2024-12-24,3661,Expense,Insurance,Premium Payment,Insurance,UPI,true,Insurance
TXN0001705,U003,2024-12-17,3834,Expense,Utilities,Water Supply,Utilities,UPI,false,Utilities
TXN0001706,U003,2024-12-08,6211,Expense,Insurance,Premium Payment,Insurance,Cash,true,Insurance
TXN0001707,U003,2024-12-14,50355,Expense,Rent,Landlord,Rent,Credit Card,true,Rent
TXN0001708,U003,2024-12-02,2025,Expense,Utilities,Electricity Board,Utilities,Net Banking,false,Utilities
TXN0001709,U003,2024-12-26,6804,Expense,Groceries,Amazon Fresh,Groceries,Debit Card,false,Groceries
TXN0001710,U003,2024-12-27,5497,Expense,Dining,Cafe,Dining,UPI,false,Dining
TXN0001711,U003,2024-12-20,19840,Expense,Rent,Property Management,Rent,Debit Card,true,Rent
TXN0001712,U003,2024-12-05,2690,Expense,Utilities,Electricity Board,Utilities,Credit Card,false,Utilities
TXN0001713,U003,2024-12-02,7465,Expense,Dining,Fast Food Chain,Dining,Cash,false,Dining
TXN0001714,U003,2025-01-26,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001715,U003,2025-01-09,2105,Expense,Utilities,Internet Provider,Utilities,Cash,false,Utilities
TXN0001716,U003,2025-01-07,6377,Expense,Education,Books Store,Education,UPI,false,Education
TXN0001717,U003,2025-01-15,2160,Expense,Utilities,Internet Provider,Utilities,Net Banking,false,Utilities
TXN0001718,U003,2025-01-13,46383,Expense,Rent,Property Management,Rent,UPI,true,Rent
TXN0001719,U003,2025-01-30,3806,Expense,Utilities,Internet Provider,Utilities,Cash,false,Utilities
TXN0001720,U003,2025-01-17,14231,Expense,Shopping,Zara,Shopping,Credit Card,false,Shopping
TXN0001721,U003,2025-01-18,2043,Expense,Utilities,Water Supply,Utilities,UPI,false,Utilities
TXN0001722,U003,2025-01-10,4162,Expense,Transportation,Uber,Transportation,Cash,false,Transportation
TXN0001723,U003,2025-02-26,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001724,U003,2025-02-27,5572,Expense,Insurance,Premium Payment,Insurance,Debit Card,true,Insurance
TXN0001725,U003,2025-02-27,4294,Expense,Dining,Fast Food Chain,Dining,Credit Card,false,Dining
TXN0001726,U003,2025-02-21,9880,Expense,Entertainment,Amazon Prime,Entertainment,Cash,false,Entertainment
TXN0001727,U003,2025-02-21,7861,Expense,Education,Books Store,Education,UPI,false,Education
TXN0001728,U003,2025-02-19,8628,Expense,Education,Udemy,Education,Credit Card,false,Education
TXN0001729,U003,2025-02-27,3435,Expense,Utilities,Gas Company,Utilities,Cash,false,Utilities
TXN0001730,U003,2025-02-02,3674,Expense,Dining,Restaurant,Dining,Debit Card,false,Dining
TXN0001731,U003,2025-02-11,10002,Expense,Shopping,Flipkart,Shopping,Debit Card,false,Shopping
TXN0001732,U003,2025-02-26,2028,Expense,Entertainment,Movie Tickets,Entertainment,Debit Card,false,Entertainment
TXN0001733,U003,2025-02-27,11859,Expense,Transportation,Ola,Transportation,Cash,false,Transportation
TXN0001734,U003,2025-03-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001735,U003,2025-03-13,8015,Expense,Education,Books Store,Education,Credit Card,false,Education
TXN0001736,U003,2025-03-08,5747,Expense,Groceries,Amazon Fresh,Groceries,Cash,false,Groceries
TXN0001737,U003,2025-03-05,2961,Expense,Medical,Lab Tests,Medical,Credit Card,false,Medical
TXN0001738,U003,2025-03-14,44888,Expense,Rent,Property Management,Rent,UPI,true,Rent
TXN0001739,U003,2025-03-05,3464,Expense,Utilities,Electricity Board,Utilities,Cash,false,Utilities
TXN0001740,U003,2025-03-22,6960,Expense,Dining,Cafe,Dining,Net Banking,false,Dining
TXN0001741,U003,2025-03-24,2924,Expense,Utilities,Gas Company,Utilities,Cash,false,Utilities
TXN0001742,U003,2025-03-12,11628,Expense,Medical,Clinic,Medical,Cash,false,Medical
TXN0001743,U003,2025-03-21,2287,Expense,Transportation,Uber,Transportation,Debit Card,false,Transportation
TXN0001744,U003,2025-03-12,2207,Expense,Utilities,Electricity Board,Utilities,Debit Card,false,Utilities
TXN0001745,U003,2025-03-30,50617,Expense,Rent,Landlord,Rent,Credit Card,true,Rent
TXN0001746,U003,2025-04-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001747,U003,2025-04-21,9364,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0001748,U003,2025-04-08,2874,Expense,Dining,Fast Food Chain,Dining,Cash,false,Dining
TXN0001749,U003,2025-04-09,2505,Expense,Dining,Restaurant,Dining,UPI,false,Dining
TXN0001750,U003,2025-04-16,9965,Expense,Shopping,Zara,Shopping,Cash,false,Shopping
TXN0001751,U003,2025-04-21,5408,Expense,Insurance,Premium Payment,Insurance,Debit Card,true,Insurance
TXN0001752,U003,2025-04-21,6090,Expense,Insurance,Premium Payment,Insurance,Debit Card,true,Insurance
TXN0001753,U003,2025-04-07,3463,Expense,Entertainment,Amazon Prime,Entertainment,UPI,false,Entertainment
TXN0001754,U003,2025-04-04,37966,Expense,Rent,Landlord,Rent,UPI,true,Rent
TXN0001755,U003,2025-04-09,3921,Expense,Utilities,Water Supply,Utilities,Debit Card,false,Utilities
TXN0001756,U003,2025-04-28,8616,Expense,Entertainment,Netflix,Entertainment,Net Banking,false,Entertainment
TXN0001757,U003,2025-04-24,33724,Expense,Shopping,Nike,Shopping,UPI,false,Shopping
TXN0001758,U003,2025-04-07,3986,Expense,Transportation,Metro Card,Transportation,Credit Card,false,Transportation
TXN0001759,U003,2025-05-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001760,U003,2025-05-09,18344,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0001761,U003,2025-05-20,6131,Expense,Entertainment,Amazon Prime,Entertainment,Cash,false,Entertainment
TXN0001762,U003,2025-05-10,7868,Expense,Groceries,Whole Foods,Groceries,Net Banking,false,Groceries
TXN0001763,U003,2025-05-17,3490,Expense,Dining,Fast Food Chain,Dining,Credit Card,false,Dining
TXN0001764,U003,2025-05-24,4106,Expense,Entertainment,Amazon Prime,Entertainment,UPI,false,Entertainment
TXN0001765,U003,2025-05-24,6231,Expense,Dining,Fast Food Chain,Dining,Debit Card,false,Dining
TXN0001766,U003,2025-05-14,11643,Expense,Shopping,Zara,Shopping,Net Banking,false,Shopping
TXN0001767,U003,2025-05-20,5253,Expense,Groceries,Local Market,Groceries,Debit Card,false,Groceries
TXN0001768,U003,2025-05-15,8866,Expense,Shopping,Flipkart,Shopping,Debit Card,false,Shopping
TXN0001769,U003,2025-06-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001770,U003,2025-06-08,33000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0001771,U003,2025-06-13,17657,Expense,Shopping,Nike,Shopping,Net Banking,false,Shopping
TXN0001772,U003,2025-06-13,14832,Expense,Medical,Hospital,Medical,Cash,false,Medical
TXN0001773,U003,2025-06-06,7598,Expense,Dining,Food Delivery,Dining,UPI,false,Dining
TXN0001774,U003,2025-06-07,4749,Expense,Dining,Fast Food Chain,Dining,Debit Card,false,Dining
TXN0001775,U003,2025-06-18,2102,Expense,Utilities,Electricity Board,Utilities,Cash,false,Utilities
TXN0001776,U003,2025-06-30,8424,Expense,Medical,Hospital,Medical,Cash,false,Medical
TXN0001777,U003,2025-06-15,9013,Expense,Education,Books Store,Education,Debit Card,false,Education
TXN0001778,U003,2025-06-22,27793,Expense,Rent,Landlord,Rent,Debit Card,true,Rent
TXN0001779,U003,2025-06-04,2390,Expense,Utilities,Internet Provider,Utilities,Cash,false,Utilities
TXN0001780,U003,2025-07-28,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001781,U003,2025-07-21,3107,Expense,Insurance,Premium Payment,Insurance,Cash,true,Insurance
TXN0001782,U003,2025-07-18,9578,Expense,Education,Tuition,Education,Net Banking,false,Education
TXN0001783,U003,2025-07-02,7526,Expense,Groceries,Costco,Groceries,Credit Card,false,Groceries
TXN0001784,U003,2025-07-31,2031,Expense,Education,Coursera,Education,UPI,false,Education
TXN0001785,U003,2025-07-14,6433,Expense,Entertainment,Amazon Prime,Entertainment,UPI,false,Entertainment
TXN0001786,U003,2025-07-20,7034,Expense,Entertainment,Netflix,Entertainment,Credit Card,false,Entertainment
TXN0001787,U003,2025-07-14,3386,Expense,Transportation,Ola,Transportation,Debit Card,false,Transportation
TXN0001788,U003,2025-07-10,4783,Expense,Transportation,Parking,Transportation,UPI,false,Transportation
TXN0001789,U003,2025-07-04,7889,Expense,Dining,Restaurant,Dining,Credit Card,false,Dining
TXN0001790,U003,2025-08-25,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001791,U003,2025-08-28,9010,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0001792,U003,2025-08-14,6778,Expense,Insurance,Insurance Company,Insurance,Credit Card,true,Insurance
TXN0001793,U003,2025-08-24,5419,Expense,Entertainment,Gaming Store,Entertainment,Net Banking,false,Entertainment
TXN0001794,U003,2025-08-29,3920,Expense,Utilities,Gas Company,Utilities,Net Banking,false,Utilities
TXN0001795,U003,2025-08-01,2858,Expense,Education,Coursera,Education,Cash,false,Education
TXN0001796,U003,2025-08-31,47636,Expense,Medical,Clinic,Medical,UPI,false,Medical
TXN0001797,U003,2025-08-11,2987,Expense,Education,Tuition,Education,Credit Card,false,Education
TXN0001798,U003,2025-08-05,8846,Expense,Education,Udemy,Education,UPI,false,Education
TXN0001799,U003,2025-08-15,52701,Expense,Shopping,Zara,Shopping,Cash,false,Shopping
TXN0001800,U003,2025-08-20,3050,Expense,Dining,Restaurant,Dining,Net Banking,false,Dining
TXN0001801,U003,2025-09-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001802,U003,2025-09-07,3800,Expense,Dining,Cafe,Dining,Net Banking,false,Dining
TXN0001803,U003,2025-09-20,11590,Expense,Shopping,Local Store,Shopping,Cash,false,Shopping
TXN0001804,U003,2025-09-10,8871,Expense,Education,Coursera,Education,Net Banking,false,Education
TXN0001805,U003,2025-09-09,3681,Expense,Utilities,Internet Provider,Utilities,Cash,false,Utilities
TXN0001806,U003,2025-09-02,6565,Expense,Shopping,Flipkart,Shopping,Credit Card,false,Shopping
TXN0001807,U003,2025-09-25,7782,Expense,Groceries,Costco,Groceries,Cash,false,Groceries
TXN0001808,U003,2025-09-05,2980,Expense,Transportation,Gas Station,Transportation,Cash,false,Transportation
TXN0001809,U003,2025-09-22,15693,Expense,Rent,Landlord,Rent,Cash,true,Rent
TXN0001810,U003,2025-09-24,31076,Expense,Rent,Property Management,Rent,Debit Card,true,Rent
TXN0001811,U003,2025-09-21,2101,Expense,Utilities,Water Supply,Utilities,Cash,false,Utilities
TXN0001812,U003,2025-10-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001813,U003,2025-10-27,2931,Expense,Transportation,Ola,Transportation,Debit Card,false,Transportation
TXN0001814,U003,2025-10-26,3632,Expense,Utilities,Electricity Board,Utilities,Cash,false,Utilities
TXN0001815,U003,2025-10-27,10645,Expense,Shopping,Amazon,Shopping,Cash,false,Shopping
TXN0001816,U003,2025-10-25,3415,Expense,Education,Coursera,Education,Credit Card,false,Education
TXN0001817,U003,2025-10-27,2953,Expense,Medical,Clinic,Medical,Debit Card,false,Medical
TXN0001818,U003,2025-10-28,3687,Expense,Transportation,Ola,Transportation,Cash,false,Transportation
TXN0001819,U003,2025-10-24,17508,Expense,Shopping,Amazon,Shopping,Net Banking,false,Shopping
TXN0001820,U003,2025-10-11,4571,Expense,Medical,Pharmacy,Medical,Debit Card,false,Medical
TXN0001821,U003,2025-10-24,8422,Expense,Entertainment,Amazon Prime,Entertainment,Cash,false,Entertainment
TXN0001822,U003,2025-10-12,7896,Expense,Utilities,Water Supply,Utilities,Net Banking,false,Utilities
TXN0001823,U003,2025-10-04,3869,Expense,Utilities,Gas Company,Utilities,Credit Card,false,Utilities
TXN0001824,U003,2025-11-27,55000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0001825,U003,2025-11-03,2606,Expense,Transportation,Gas Station,Transportation,Debit Card,false,Transportation
TXN0001826,U003,2025-11-09,4882,Expense,Dining,Restaurant,Dining,Credit Card,false,Dining
TXN0001827,U003,2025-11-25,6423,Expense,Education,Tuition,Education,Debit Card,false,Education
TXN0001828,U003,2025-11-18,7312,Expense,Groceries,Local Market,Groceries,UPI,false,Groceries
TXN0001829,U003,2025-11-07,2551,Expense,Medical,Pharmacy,Medical,Debit Card,false,Medical
TXN0001830,U003,2025-11-22,9209,Expense,Shopping,Zara,Shopping,Credit Card,false,Shopping
